,breed,id,breed_name
1960,n02100877,n02100877_6030.jpg,Irish_setter
16513,n02113978,n02113978_143.jpg,Mexican_hairless
15855,n02091244,n02091244_1340.jpg,Ibizan_hound
5163,n02105641,n02105641_7727.jpg,Old_English_sheepdog
14947,n02097209,n02097209_863.jpg,standard_schnauzer
1454,n02086240,n02086240_3802.jpg,Shih
4389,n02101388,n02101388_348.jpg,Brittany_spaniel
5562,n02097047,n02097047_2865.jpg,miniature_schnauzer
2844,n02101556,n02101556_7351.jpg,clumber
8833,n02107574,n02107574_579.jpg,Greater_Swiss_Mountain_dog
11623,n02110806,n02110806_4888.jpg,basenji
3443,n02113712,n02113712_612.jpg,miniature_poodle
18209,n02094114,n02094114_4332.jpg,Norfolk_terrier
4668,n02107908,n02107908_1575.jpg,Appenzeller
6518,n02112350,n02112350_6701.jpg,keeshond
19593,n02100735,n02100735_8071.jpg,English_setter
1224,n02105412,n02105412_2650.jpg,kelpie
9405,n02108551,n02108551_4421.jpg,Tibetan_mastiff
5563,n02097047,n02097047_6203.jpg,miniature_schnauzer
15095,n02097209,n02097209_1377.jpg,standard_schnauzer
3437,n02113712,n02113712_578.jpg,miniature_poodle
15245,n02092339,n02092339_707.jpg,Weimaraner
227,n02088238,n02088238_10932.jpg,basset
571,n02085782,n02085782_1855.jpg,Japanese_spaniel
8818,n02097658,n02097658_4420.jpg,silky_terrier
13265,n02111277,n02111277_1628.jpg,Newfoundland
15284,n02099849,n02099849_605.jpg,Chesapeake_Bay_retriever
14460,n02085936,n02085936_3313.jpg,Maltese_dog
853,n02106662,n02106662_11620.jpg,German_shepherd
3137,n02104365,n02104365_7906.jpg,schipperke
10505,n02091134,n02091134_12358.jpg,whippet
14633,n02091635,n02091635_523.jpg,otterhound
20051,n02096051,n02096051_5952.jpg,Airedale
19151,n02093754,n02093754_5195.jpg,Border_terrier
13173,n02111277,n02111277_1964.jpg,Newfoundland
14463,n02085936,n02085936_22167.jpg,Maltese_dog
18791,n02116738,n02116738_7657.jpg,African_hunting_dog
2694,n02096437,n02096437_4392.jpg,Dandie_Dinmont
14266,n02093991,n02093991_1534.jpg,Irish_terrier
19142,n02093754,n02093754_815.jpg,Border_terrier
5453,n02097047,n02097047_2470.jpg,miniature_schnauzer
6009,n02090721,n02090721_464.jpg,Irish_wolfhound
8071,n02088466,n02088466_4385.jpg,bloodhound
8952,n02107574,n02107574_2352.jpg,Greater_Swiss_Mountain_dog
8271,n02096294,n02096294_3472.jpg,Australian_terrier
11713,n02110806,n02110806_1102.jpg,basenji
11237,n02093859,n02093859_10.jpg,Kerry_blue_terrier
6071,n02090721,n02090721_2267.jpg,Irish_wolfhound
2378,n02099267,n02099267_2792.jpg,flat
18351,n02111129,n02111129_638.jpg,Leonberg
8595,n02098413,n02098413_2584.jpg,Lhasa
10054,n02107142,n02107142_3412.jpg,Doberman
5798,n02095314,n02095314_3039.jpg,wire
19440,n02100583,n02100583_2119.jpg,vizsla
987,n02112706,n02112706_762.jpg,Brabancon_griffon
11423,n02105056,n02105056_4770.jpg,groenendael
14349,n02085936,n02085936_4396.jpg,Maltese_dog
17195,n02110958,n02110958_16434.jpg,pug
5200,n02105641,n02105641_10672.jpg,Old_English_sheepdog
16785,n02088094,n02088094_115.jpg,Afghan_hound
4162,n02086079,n02086079_15220.jpg,Pekinese
2687,n02096437,n02096437_811.jpg,Dandie_Dinmont
12791,n02107312,n02107312_1716.jpg,miniature_pinscher
4585,n02089078,n02089078_111.jpg,black
620,n02106382,n02106382_276.jpg,Bouvier_des_Flandres
9938,n02109047,n02109047_5618.jpg,Great_Dane
12372,n02099601,n02099601_4933.jpg,golden_retriever
20116,n02096051,n02096051_1111.jpg,Airedale
14576,n02085936,n02085936_7364.jpg,Maltese_dog
9863,n02091032,n02091032_5431.jpg,Italian_greyhound
16065,n02110185,n02110185_58.jpg,Siberian_husky
18616,n02109525,n02109525_13580.jpg,Saint_Bernard
11953,n02096177,n02096177_512.jpg,cairn
4111,n02086079,n02086079_15979.jpg,Pekinese
2371,n02099267,n02099267_5155.jpg,flat
16794,n02088094,n02088094_3749.jpg,Afghan_hound
8941,n02107574,n02107574_3270.jpg,Greater_Swiss_Mountain_dog
3822,n02091831,n02091831_2638.jpg,Saluki
1793,n02095570,n02095570_4331.jpg,Lakeland_terrier
14196,n02093991,n02093991_1635.jpg,Irish_terrier
9536,n02098105,n02098105_2031.jpg,soft
19096,n02093754,n02093754_7117.jpg,Border_terrier
2165,n02100236,n02100236_3612.jpg,German_short
10654,n02105855,n02105855_17300.jpg,Shetland_sheepdog
4497,n02101388,n02101388_4131.jpg,Brittany_spaniel
8986,n02107574,n02107574_888.jpg,Greater_Swiss_Mountain_dog
13191,n02111277,n02111277_5292.jpg,Newfoundland
14448,n02085936,n02085936_4929.jpg,Maltese_dog
11093,n02113186,n02113186_11741.jpg,Cardigan
17385,n02087046,n02087046_4066.jpg,toy_terrier
6644,n02104029,n02104029_247.jpg,kuvasz
15110,n02092339,n02092339_7403.jpg,Weimaraner
12769,n02087394,n02087394_9678.jpg,Rhodesian_ridgeback
5385,n02085620,n02085620_4572.jpg,Chihuahua
4644,n02089078,n02089078_314.jpg,black
4512,n02089078,n02089078_4065.jpg,black
10694,n02105855,n02105855_13955.jpg,Shetland_sheepdog
11004,n02108915,n02108915_3464.jpg,French_bulldog
19890,n02093647,n02093647_1226.jpg,Bedlington_terrier
509,n02085782,n02085782_3331.jpg,Japanese_spaniel
9662,n02098105,n02098105_1155.jpg,soft
18047,n02092002,n02092002_5008.jpg,Scottish_deerhound
10006,n02109047,n02109047_13072.jpg,Great_Dane
14116,n02111500,n02111500_7324.jpg,Great_Pyrenees
8866,n02107574,n02107574_1953.jpg,Greater_Swiss_Mountain_dog
15808,n02091244,n02091244_227.jpg,Ibizan_hound
11542,n02105056,n02105056_5145.jpg,groenendael
5181,n02105641,n02105641_10380.jpg,Old_English_sheepdog
1067,n02086646,n02086646_1514.jpg,Blenheim_spaniel
7784,n02098286,n02098286_600.jpg,West_Highland_white_terrier
7722,n02106550,n02106550_5028.jpg,Rottweiler
1819,n02095570,n02095570_457.jpg,Lakeland_terrier
10403,n02091134,n02091134_18392.jpg,whippet
19846,n02099712,n02099712_7406.jpg,Labrador_retriever
6507,n02112350,n02112350_7368.jpg,keeshond
7863,n02098286,n02098286_1982.jpg,West_Highland_white_terrier
14051,n02111500,n02111500_7483.jpg,Great_Pyrenees
9527,n02108551,n02108551_5216.jpg,Tibetan_mastiff
14442,n02085936,n02085936_10307.jpg,Maltese_dog
9430,n02108551,n02108551_2698.jpg,Tibetan_mastiff
701,n02106382,n02106382_2456.jpg,Bouvier_des_Flandres
1055,n02086646,n02086646_2621.jpg,Blenheim_spaniel
12311,n02099601,n02099601_7916.jpg,golden_retriever
6196,n02115913,n02115913_4031.jpg,dhole
2095,n02100236,n02100236_4083.jpg,German_short
7477,n02108422,n02108422_2111.jpg,bull_mastiff
16164,n02106030,n02106030_14943.jpg,collie
1769,n02095570,n02095570_280.jpg,Lakeland_terrier
14228,n02093991,n02093991_4678.jpg,Irish_terrier
5488,n02097047,n02097047_3074.jpg,miniature_schnauzer
3858,n02091831,n02091831_3594.jpg,Saluki
4078,n02086079,n02086079_11984.jpg,Pekinese
3368,n02113712,n02113712_1310.jpg,miniature_poodle
133,n02112018,n02112018_12020.jpg,Pomeranian
14699,n02091635,n02091635_4705.jpg,otterhound
2348,n02099267,n02099267_488.jpg,flat
11868,n02096177,n02096177_12360.jpg,cairn
10146,n02107142,n02107142_17111.jpg,Doberman
6941,n02111889,n02111889_1451.jpg,Samoyed
15372,n02099849,n02099849_1987.jpg,Chesapeake_Bay_retriever
985,n02112706,n02112706_1700.jpg,Brabancon_griffon
12076,n02097474,n02097474_6617.jpg,Tibetan_terrier
12755,n02087394,n02087394_10238.jpg,Rhodesian_ridgeback
2291,n02099267,n02099267_443.jpg,flat
20223,n02096051,n02096051_9427.jpg,Airedale
4800,n02107908,n02107908_91.jpg,Appenzeller
5766,n02095314,n02095314_2308.jpg,wire
6141,n02115913,n02115913_1213.jpg,dhole
12181,n02102177,n02102177_1039.jpg,Welsh_springer_spaniel
638,n02106382,n02106382_1399.jpg,Bouvier_des_Flandres
5106,n02097130,n02097130_899.jpg,giant_schnauzer
3971,n02108089,n02108089_1690.jpg,boxer
4504,n02089078,n02089078_2921.jpg,black
8290,n02096294,n02096294_4295.jpg,Australian_terrier
17421,n02095889,n02095889_1582.jpg,Sealyham_terrier
9386,n02108551,n02108551_2850.jpg,Tibetan_mastiff
20576,n02086910,n02086910_10147.jpg,papillon
176,n02112018,n02112018_5697.jpg,Pomeranian
2303,n02099267,n02099267_4562.jpg,flat
10590,n02105855,n02105855_17107.jpg,Shetland_sheepdog
13030,n02089867,n02089867_1310.jpg,Walker_hound
7698,n02106550,n02106550_8611.jpg,Rottweiler
2569,n02096437,n02096437_148.jpg,Dandie_Dinmont
9201,n02108000,n02108000_3576.jpg,EntleBucher
14887,n02088364,n02088364_10108.jpg,beagle
12779,n02087394,n02087394_7644.jpg,Rhodesian_ridgeback
9380,n02108000,n02108000_2400.jpg,EntleBucher
8295,n02096294,n02096294_1429.jpg,Australian_terrier
11060,n02108915,n02108915_2118.jpg,French_bulldog
19308,n02113624,n02113624_2258.jpg,toy_poodle
15521,n02102040,n02102040_8463.jpg,English_springer
7212,n02105162,n02105162_957.jpg,malinois
16772,n02088094,n02088094_3396.jpg,Afghan_hound
4188,n02086079,n02086079_606.jpg,Pekinese
9442,n02108551,n02108551_7523.jpg,Tibetan_mastiff
5055,n02097130,n02097130_1531.jpg,giant_schnauzer
8359,n02096294,n02096294_285.jpg,Australian_terrier
17676,n02110063,n02110063_938.jpg,malamute
219,n02088238,n02088238_9025.jpg,basset
5371,n02085620,n02085620_2590.jpg,Chihuahua
2949,n02094433,n02094433_1219.jpg,Yorkshire_terrier
13901,n02094258,n02094258_1469.jpg,Norwich_terrier
3094,n02104365,n02104365_9248.jpg,schipperke
19133,n02093754,n02093754_1148.jpg,Border_terrier
14849,n02088364,n02088364_13809.jpg,beagle
13821,n02094258,n02094258_2032.jpg,Norwich_terrier
2026,n02100877,n02100877_2551.jpg,Irish_setter
15865,n02091244,n02091244_3289.jpg,Ibizan_hound
16883,n02102318,n02102318_11704.jpg,cocker_spaniel
13085,n02089867,n02089867_1430.jpg,Walker_hound
19653,n02100735,n02100735_3185.jpg,English_setter
11966,n02097474,n02097474_5175.jpg,Tibetan_terrier
4955,n02109961,n02109961_15257.jpg,Eskimo_dog
6257,n02115913,n02115913_2412.jpg,dhole
13231,n02111277,n02111277_5845.jpg,Newfoundland
15049,n02097209,n02097209_367.jpg,standard_schnauzer
3052,n02104365,n02104365_9595.jpg,schipperke
10038,n02107142,n02107142_15003.jpg,Doberman
10539,n02091134,n02091134_2339.jpg,whippet
12484,n02089973,n02089973_1957.jpg,English_foxhound
6437,n02113023,n02113023_9839.jpg,Pembroke
12675,n02087394,n02087394_381.jpg,Rhodesian_ridgeback
5752,n02095314,n02095314_956.jpg,wire
19442,n02100583,n02100583_2744.jpg,vizsla
8956,n02107574,n02107574_2527.jpg,Greater_Swiss_Mountain_dog
20492,n02086910,n02086910_2380.jpg,papillon
5502,n02097047,n02097047_5837.jpg,miniature_schnauzer
7318,n02093256,n02093256_5988.jpg,Staffordshire_bullterrier
1559,n02086240,n02086240_6477.jpg,Shih
4622,n02089078,n02089078_461.jpg,black
15159,n02092339,n02092339_3212.jpg,Weimaraner
14342,n02093991,n02093991_3383.jpg,Irish_terrier
8847,n02107574,n02107574_785.jpg,Greater_Swiss_Mountain_dog
4833,n02109961,n02109961_853.jpg,Eskimo_dog
18855,n02116738,n02116738_2503.jpg,African_hunting_dog
7272,n02105162,n02105162_5829.jpg,malinois
11914,n02096177,n02096177_2343.jpg,cairn
15155,n02092339,n02092339_1930.jpg,Weimaraner
849,n02106662,n02106662_16149.jpg,German_shepherd
11796,n02096177,n02096177_4825.jpg,cairn
8509,n02098413,n02098413_643.jpg,Lhasa
12717,n02087394,n02087394_3458.jpg,Rhodesian_ridgeback
5772,n02095314,n02095314_401.jpg,wire
6158,n02115913,n02115913_1493.jpg,dhole
5880,n02095314,n02095314_3242.jpg,wire
4662,n02107908,n02107908_6019.jpg,Appenzeller
16928,n02102318,n02102318_2030.jpg,cocker_spaniel
16710,n02088094,n02088094_4768.jpg,Afghan_hound
4925,n02109961,n02109961_4689.jpg,Eskimo_dog
16977,n02102318,n02102318_4782.jpg,cocker_spaniel
7463,n02108422,n02108422_1889.jpg,bull_mastiff
12757,n02087394,n02087394_10683.jpg,Rhodesian_ridgeback
18201,n02094114,n02094114_2211.jpg,Norfolk_terrier
4587,n02089078,n02089078_445.jpg,black
7153,n02105162,n02105162_2942.jpg,malinois
2329,n02099267,n02099267_3272.jpg,flat
1421,n02086240,n02086240_3961.jpg,Shih
2305,n02099267,n02099267_3597.jpg,flat
10066,n02107142,n02107142_10036.jpg,Doberman
4313,n02105505,n02105505_4070.jpg,komondor
2382,n02099267,n02099267_2427.jpg,flat
9377,n02108000,n02108000_983.jpg,EntleBucher
7008,n02111889,n02111889_14746.jpg,Samoyed
7704,n02106550,n02106550_5311.jpg,Rottweiler
11566,n02110806,n02110806_4307.jpg,basenji
12319,n02099601,n02099601_8764.jpg,golden_retriever
10748,n02093428,n02093428_3556.jpg,American_Staffordshire_terrier
5909,n02090721,n02090721_984.jpg,Irish_wolfhound
3609,n02112137,n02112137_10815.jpg,chow
12060,n02097474,n02097474_1095.jpg,Tibetan_terrier
14053,n02111500,n02111500_4908.jpg,Great_Pyrenees
1939,n02100877,n02100877_18.jpg,Irish_setter
9702,n02091032,n02091032_4970.jpg,Italian_greyhound
12436,n02099601,n02099601_67.jpg,golden_retriever
14319,n02093991,n02093991_4287.jpg,Irish_terrier
11328,n02093859,n02093859_2223.jpg,Kerry_blue_terrier
16907,n02102318,n02102318_9980.jpg,cocker_spaniel
11515,n02105056,n02105056_3745.jpg,groenendael
12366,n02099601,n02099601_2495.jpg,golden_retriever
10073,n02107142,n02107142_1251.jpg,Doberman
3149,n02104365,n02104365_1837.jpg,schipperke
14151,n02111500,n02111500_882.jpg,Great_Pyrenees
6619,n02104029,n02104029_4415.jpg,kuvasz
6785,n02102480,n02102480_5706.jpg,Sussex_spaniel
7868,n02098286,n02098286_1089.jpg,West_Highland_white_terrier
9784,n02091032,n02091032_11119.jpg,Italian_greyhound
4985,n02097130,n02097130_3619.jpg,giant_schnauzer
3610,n02112137,n02112137_1976.jpg,chow
10634,n02105855,n02105855_15820.jpg,Shetland_sheepdog
10511,n02091134,n02091134_12318.jpg,whippet
2345,n02099267,n02099267_1989.jpg,flat
16769,n02088094,n02088094_1270.jpg,Afghan_hound
13605,n02090622,n02090622_5556.jpg,borzoi
12150,n02097474,n02097474_6306.jpg,Tibetan_terrier
9085,n02096585,n02096585_2374.jpg,Boston_bull
15866,n02091244,n02091244_2941.jpg,Ibizan_hound
12415,n02099601,n02099601_5452.jpg,golden_retriever
11161,n02113186,n02113186_11371.jpg,Cardigan
419,n02085782,n02085782_2978.jpg,Japanese_spaniel
15670,n02091467,n02091467_141.jpg,Norwegian_elkhound
17157,n02110958,n02110958_15969.jpg,pug
11216,n02113186,n02113186_1016.jpg,Cardigan
556,n02085782,n02085782_172.jpg,Japanese_spaniel
19958,n02093647,n02093647_2626.jpg,Bedlington_terrier
15740,n02091467,n02091467_1679.jpg,Norwegian_elkhound
2615,n02096437,n02096437_2783.jpg,Dandie_Dinmont
4693,n02107908,n02107908_6909.jpg,Appenzeller
20508,n02086910,n02086910_2016.jpg,papillon
6099,n02090721,n02090721_1690.jpg,Irish_wolfhound
19214,n02113624,n02113624_239.jpg,toy_poodle
3593,n02112137,n02112137_6506.jpg,chow
9705,n02091032,n02091032_3763.jpg,Italian_greyhound
1229,n02105412,n02105412_150.jpg,kelpie
3705,n02091831,n02091831_346.jpg,Saluki
7613,n02106550,n02106550_12160.jpg,Rottweiler
3023,n02094433,n02094433_2115.jpg,Yorkshire_terrier
3432,n02113712,n02113712_1778.jpg,miniature_poodle
405,n02085782,n02085782_1764.jpg,Japanese_spaniel
15340,n02099849,n02099849_857.jpg,Chesapeake_Bay_retriever
1575,n02086240,n02086240_3814.jpg,Shih
19621,n02100735,n02100735_3595.jpg,English_setter
15968,n02091244,n02091244_226.jpg,Ibizan_hound
13022,n02089867,n02089867_3072.jpg,Walker_hound
13103,n02089867,n02089867_90.jpg,Walker_hound
9566,n02098105,n02098105_2194.jpg,soft
17989,n02092002,n02092002_149.jpg,Scottish_deerhound
12685,n02087394,n02087394_7263.jpg,Rhodesian_ridgeback
12620,n02087394,n02087394_2445.jpg,Rhodesian_ridgeback
16064,n02110185,n02110185_56.jpg,Siberian_husky
7957,n02088466,n02088466_8904.jpg,bloodhound
13758,n02106166,n02106166_5047.jpg,Border_collie
